URL,Name,Area,PYTHON,SQL,PANDAS,NUMPY,АЛГОРИТМЫ И СТРУКТУРЫ ДАННЫХ,GIT,MS SQL,BIG DATA,PYTORCH,POSTGRESQL,CLICKHOUSE,MLFLOW,SCIKIT-LEARN,TENSORFLOW,MLOPS,LINUX,АНГЛИЙСКИЙ ЯЗЫК,DEEP LEARNING,МАТЕМАТИЧЕСКАЯ СТАТИСТИКА,КЛАССИЧЕСКОЕ МАШИННОЕ ОБУЧЕНИЕ,COMPUTER VISION,OPENCV,ML,APACHE AIRFLOW,JUPYTER NOTEBOOK,UML,XGBOOST,DOCKER,СБОР ТРЕБОВАНИЙ,ТЕОРИЯ ВЕРОЯТНОСТЕЙ,AMPLITUDE,CATBOOST,PLOTLY,MATPLOTLIB,PYSPARK,MONGODB,SCIPY,KERAS,SEABORN,MACHINE LEARNING,DATA SCIENCE,ИССЛЕДОВАТЕЛЬСКИЙ АНАЛИЗ ДАННЫХ,НЕЙРОННЫЕ СЕТИ,МАТЕМАТИЧЕСКОЕ МОДЕЛИРОВАНИЕ,АНАЛИЗ ДАННЫХ,СТАТИСТИЧЕСКИЙ АНАЛИЗ,ВАЛИДАЦИЯ МОДЕЛЕЙ,МОДЕЛЬНЫЙ РИСК,IT,РАЗРАБОТКА ПОИСКОВЫХ ТЕХНОЛОГИЙ,JAVA,APACHE KAFKA,REDIS,HADOOP,APACHE HIVE,TABLEAU,GRAFANA,МАШИННОЕ ОБУЧЕНИЕ,NLP,CV,ВИЗУАЛИЗАЦИЯ ДАННЫХ,AI,RECSYS,SPARK,POWER BI,APACHE SPARK,KUBERNETES,DATA ANALYSIS,LLM,GREENPLUM,CI/CD,R,DWH,GITLAB
https://hh.ru/vacancy/106978588,"Старший разработчик Java, Java-платформа",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/116737355,Data Scientist (e-com),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/117774718,Data Scientist (ПВР),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/114020475,Data Scientist (Моделирование КМБ и СМБ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/99073876,Data scientist (команда антифрод),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/117088527,Аналитик данных / Data Scientist (Инчейн),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/115601214,"Старший разработчик Java, Верхний мета-поиск",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/116807352,Data Scientist (с опытом в антифроде и Forex),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/115644791,Data engineer (ДАДМ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/104796632,Data Scientist (middle/senior),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://hh.ru/vacancy/117085700,Data Scientist,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
